"","id","month","year","store","quantity","Profit","size","cheese","Dough","Topping"
"363",157,4,2017,1,1,80,"xlarge","Swiss","stuffed crust","onions"
"364",157,4,2017,1,1,80,"medium large","Swiss"," white regular","pepper"
"365",157,4,2017,1,1,80,"personal","Swiss"," white regular","pepperoni"
"366",157,7,2019,3,1,99,"xlarge","Swiss","stuffed crust","onions"
"367",157,7,2019,3,1,99,"medium large","Swiss"," white regular","pepper"
"368",157,7,2019,3,1,99,"personal","Swiss"," white regular","pepperoni"
"369",158,8,2018,1,2,160,"personal","cheddar"," white regular","onions"
"370",158,8,2018,1,2,160,"small","Swiss","stuffed crust","pepper"
"371",158,12,2018,3,2,160,"personal","cheddar"," white regular","onions"
"372",158,12,2018,3,2,160,"small","Swiss","stuffed crust","pepper"
"373",159,12,2017,1,1,99,"xlarge","cheddar","stuffed crust","pepperoni"
"374",163,4,2019,2,2,198,"xlarge","cheddar","whole wheat thin","onions"
"375",165,1,2018,1,2,198,"small","Mozzarella","whole wheat thin","pepper"
"376",167,4,2020,3,2,140,"small","Mozzarella"," white regular","pepperoni"
"377",168,7,2017,3,3,210,"medium large","Swiss"," white regular","pepper"
"378",169,12,2017,5,1,70,"xlarge","Mozzarella","stuffed crust","tomatoes"
"379",169,12,2017,5,1,70,"xlarge","Mozzarella","whole wheat thin","pepper"
"380",169,12,2017,5,1,70,"medium large","Swiss","whole wheat thin","pepperoni"
"381",169,11,2020,4,3,210,"xlarge","Mozzarella","stuffed crust","tomatoes"
"382",169,11,2020,4,3,210,"xlarge","Mozzarella","whole wheat thin","pepper"
"383",169,11,2020,4,3,210,"medium large","Swiss","whole wheat thin","pepperoni"
"384",169,6,2017,3,2,160,"xlarge","Mozzarella","stuffed crust","tomatoes"
"385",169,6,2017,3,2,160,"xlarge","Mozzarella","whole wheat thin","pepper"
"386",169,6,2017,3,2,160,"medium large","Swiss","whole wheat thin","pepperoni"
"387",171,9,2020,3,3,210,"xlarge","cheddar"," white regular","pepper"
"388",174,11,2018,3,1,80,"small","Swiss","stuffed crust","tomatoes"
"389",174,11,2018,3,1,80,"xlarge","Mozzarella","stuffed crust","tomatoes"
"390",174,6,2019,1,2,198,"small","Swiss","stuffed crust","tomatoes"
"391",174,6,2019,1,2,198,"xlarge","Mozzarella","stuffed crust","tomatoes"
"392",175,12,2018,1,2,140,"xlarge","cheddar","stuffed crust","onions"
"393",175,12,2018,1,2,140,"xlarge","Swiss","stuffed crust","pepperoni"
"394",175,12,2018,1,2,140,"small","Mozzarella","whole wheat thin","tomatoes"
"395",175,7,2018,3,2,160,"xlarge","cheddar","stuffed crust","onions"
"396",175,7,2018,3,2,160,"xlarge","Swiss","stuffed crust","pepperoni"
"397",175,7,2018,3,2,160,"small","Mozzarella","whole wheat thin","tomatoes"
"398",175,7,2019,2,1,70,"xlarge","cheddar","stuffed crust","onions"
"399",175,7,2019,2,1,70,"xlarge","Swiss","stuffed crust","pepperoni"
"400",175,7,2019,2,1,70,"small","Mozzarella","whole wheat thin","tomatoes"
"401",176,9,2020,5,3,210,"xlarge","cheddar","stuffed crust","pepper"
"402",176,9,2020,5,3,210,"personal","Swiss"," white regular","pepper"
"403",176,3,2017,5,2,140,"xlarge","cheddar","stuffed crust","pepper"
"404",176,3,2017,5,2,140,"personal","Swiss"," white regular","pepper"
"405",177,6,2020,1,2,160,"small","cheddar","whole wheat thin","pepperoni"
"406",178,3,2018,2,3,240,"xlarge","Mozzarella","whole wheat thin","onions"
"407",183,1,2020,4,1,70,"xlarge","Mozzarella"," white regular","tomatoes"
"408",184,8,2017,3,1,99,"medium large","Mozzarella","whole wheat thin","pepperoni"
"409",184,8,2017,3,1,99,"xlarge","cheddar","whole wheat thin","pepperoni"
"410",184,4,2017,5,2,160,"medium large","Mozzarella","whole wheat thin","pepperoni"
"411",184,4,2017,5,2,160,"xlarge","cheddar","whole wheat thin","pepperoni"
"412",185,3,2019,2,3,210,"personal","cheddar","stuffed crust","tomatoes"
"413",188,6,2017,1,1,99,"medium large","Swiss"," white regular","onions"
"414",189,9,2018,1,2,160,"medium large","Mozzarella","stuffed crust","pepper"
"415",191,1,2020,4,2,198,"medium large","Mozzarella"," white regular","pepper"
"416",192,3,2019,2,1,99,"personal","cheddar","whole wheat thin","pepperoni"
"417",193,1,2018,5,2,160,"xlarge","cheddar","whole wheat thin","onions"
"418",196,11,2020,2,2,198,"personal","Swiss","whole wheat thin","pepper"
"419",196,11,2020,2,2,198,"personal","cheddar","stuffed crust","onions"
"420",196,9,2020,4,3,240,"personal","Swiss","whole wheat thin","pepper"
"421",196,9,2020,4,3,240,"personal","cheddar","stuffed crust","onions"
"422",197,11,2018,1,2,140,"small","Mozzarella","whole wheat thin","onions"
"423",197,11,2018,1,2,140,"personal","Mozzarella","stuffed crust","pepper"
"424",197,6,2020,1,1,99,"small","Mozzarella","whole wheat thin","onions"
"425",197,6,2020,1,1,99,"personal","Mozzarella","stuffed crust","pepper"
"426",199,2,2019,5,2,198,"small","Mozzarella","stuffed crust","pepper"
"427",202,10,2019,2,2,160,"personal","Swiss"," white regular","pepperoni"
"428",202,10,2019,2,2,160,"personal","cheddar"," white regular","onions"
"429",202,6,2018,2,1,80,"personal","Swiss"," white regular","pepperoni"
"430",202,6,2018,2,1,80,"personal","cheddar"," white regular","onions"
"431",205,8,2018,5,1,80,"xlarge","Swiss","stuffed crust","tomatoes"
"432",205,8,2018,5,1,80,"small","cheddar","whole wheat thin","pepperoni"
"433",205,8,2018,5,1,80,"small","cheddar","whole wheat thin","pepper"
"434",205,3,2018,4,3,210,"xlarge","Swiss","stuffed crust","tomatoes"
"435",205,3,2018,4,3,210,"small","cheddar","whole wheat thin","pepperoni"
"436",205,3,2018,4,3,210,"small","cheddar","whole wheat thin","pepper"
"437",205,2,2018,1,3,240,"xlarge","Swiss","stuffed crust","tomatoes"
"438",205,2,2018,1,3,240,"small","cheddar","whole wheat thin","pepperoni"
"439",205,2,2018,1,3,240,"small","cheddar","whole wheat thin","pepper"
"440",206,5,2018,1,3,297,"medium large","cheddar","whole wheat thin","pepperoni"
"441",209,5,2018,5,1,99,"personal","Mozzarella","whole wheat thin","tomatoes"
"442",210,5,2020,5,3,210,"personal","cheddar","whole wheat thin","pepper"
"443",210,5,2020,5,3,210,"personal","Swiss","whole wheat thin","pepper"
"444",210,3,2020,4,3,210,"personal","cheddar","whole wheat thin","pepper"
"445",210,3,2020,4,3,210,"personal","Swiss","whole wheat thin","pepper"
"446",211,10,2020,1,2,140,"xlarge","Mozzarella","whole wheat thin","pepperoni"
"447",211,10,2020,1,2,140,"medium large","Swiss"," white regular","onions"
"448",211,7,2017,3,2,160,"xlarge","Mozzarella","whole wheat thin","pepperoni"
"449",211,7,2017,3,2,160,"medium large","Swiss"," white regular","onions"
"450",212,3,2020,2,3,240,"xlarge","Mozzarella"," white regular","pepperoni"
"451",212,3,2020,2,3,240,"medium large","cheddar","whole wheat thin","pepperoni"
"452",212,3,2020,2,3,240,"personal","Swiss"," white regular","onions"
"453",212,12,2019,3,3,240,"xlarge","Mozzarella"," white regular","pepperoni"
"454",212,12,2019,3,3,240,"medium large","cheddar","whole wheat thin","pepperoni"
"455",212,12,2019,3,3,240,"personal","Swiss"," white regular","onions"
"456",212,10,2020,5,1,99,"xlarge","Mozzarella"," white regular","pepperoni"
"457",212,10,2020,5,1,99,"medium large","cheddar","whole wheat thin","pepperoni"
"458",212,10,2020,5,1,99,"personal","Swiss"," white regular","onions"
"459",214,11,2018,5,1,80,"small","Mozzarella"," white regular","pepperoni"
"460",214,11,2018,5,1,80,"personal","Swiss"," white regular","pepper"
"461",214,1,2020,3,3,210,"small","Mozzarella"," white regular","pepperoni"
"462",214,1,2020,3,3,210,"personal","Swiss"," white regular","pepper"
"463",219,4,2018,3,1,70,"xlarge","Mozzarella"," white regular","tomatoes"
"464",220,6,2020,4,3,297,"personal","Swiss","whole wheat thin","pepper"
"465",220,6,2020,4,3,297,"xlarge","Mozzarella","whole wheat thin","pepper"
"466",220,9,2020,1,1,99,"personal","Swiss","whole wheat thin","pepper"
"467",220,9,2020,1,1,99,"xlarge","Mozzarella","whole wheat thin","pepper"
"468",221,3,2019,5,3,210,"xlarge","Swiss","stuffed crust","tomatoes"
"469",221,3,2019,5,3,210,"small","Swiss"," white regular","pepperoni"
"470",221,3,2019,5,3,210,"personal","cheddar","stuffed crust","pepper"
"471",221,11,2020,4,1,80,"xlarge","Swiss","stuffed crust","tomatoes"
"472",221,11,2020,4,1,80,"small","Swiss"," white regular","pepperoni"
"473",221,11,2020,4,1,80,"personal","cheddar","stuffed crust","pepper"
"474",221,3,2017,4,3,297,"xlarge","Swiss","stuffed crust","tomatoes"
"475",221,3,2017,4,3,297,"small","Swiss"," white regular","pepperoni"
"476",221,3,2017,4,3,297,"personal","cheddar","stuffed crust","pepper"
"477",223,1,2017,1,2,198,"xlarge","Swiss","whole wheat thin","onions"
"478",224,11,2018,1,3,297,"personal","Swiss","whole wheat thin","onions"
"479",225,1,2020,5,1,70,"xlarge","Mozzarella"," white regular","pepperoni"
"480",227,10,2018,2,3,210,"personal","Mozzarella","stuffed crust","pepperoni"
"481",227,10,2018,2,3,210,"xlarge","Swiss","stuffed crust","pepper"
"482",227,10,2020,2,3,297,"personal","Mozzarella","stuffed crust","pepperoni"
"483",227,10,2020,2,3,297,"xlarge","Swiss","stuffed crust","pepper"
"484",228,8,2020,3,3,297,"xlarge","cheddar"," white regular","pepper"
"485",230,2,2019,1,1,99,"small","Mozzarella","stuffed crust","pepper"
"486",230,2,2019,1,1,99,"small","cheddar","stuffed crust","pepperoni"
"487",230,12,2019,2,3,210,"small","Mozzarella","stuffed crust","pepper"
"488",230,12,2019,2,3,210,"small","cheddar","stuffed crust","pepperoni"
"489",232,11,2019,2,1,99,"small","Mozzarella"," white regular","onions"
"490",234,10,2017,4,3,240,"xlarge","Swiss","whole wheat thin","onions"
"491",236,3,2019,1,1,80,"personal","Swiss","stuffed crust","tomatoes"
"492",238,4,2020,3,1,70,"medium large","Swiss","whole wheat thin","pepperoni"
"493",240,2,2019,3,2,160,"personal","Swiss"," white regular","tomatoes"
"494",240,2,2019,3,2,160,"personal","Mozzarella","stuffed crust","tomatoes"
"495",240,9,2020,2,2,140,"personal","Swiss"," white regular","tomatoes"
"496",240,9,2020,2,2,140,"personal","Mozzarella","stuffed crust","tomatoes"
"497",241,6,2020,2,3,210,"xlarge","cheddar","whole wheat thin","onions"
"498",242,7,2019,2,3,240,"xlarge","Swiss","stuffed crust","tomatoes"
"499",243,3,2018,1,3,240,"small","Swiss"," white regular","pepper"
"500",243,3,2018,1,3,240,"personal","Mozzarella"," white regular","pepper"
"501",243,11,2017,2,2,198,"small","Swiss"," white regular","pepper"
"502",243,11,2017,2,2,198,"personal","Mozzarella"," white regular","pepper"
"503",244,12,2018,5,2,140,"small","cheddar","stuffed crust","pepperoni"
"504",245,12,2018,2,3,297,"xlarge","Mozzarella"," white regular","onions"
"505",245,12,2018,2,3,297,"small","Swiss"," white regular","pepperoni"
"506",245,2,2019,2,1,99,"xlarge","Mozzarella"," white regular","onions"
"507",245,2,2019,2,1,99,"small","Swiss"," white regular","pepperoni"
"508",246,12,2018,1,1,70,"personal","Mozzarella","stuffed crust","onions"
"509",246,12,2018,1,1,70,"xlarge","cheddar"," white regular","tomatoes"
"510",246,5,2020,1,1,70,"personal","Mozzarella","stuffed crust","onions"
"511",246,5,2020,1,1,70,"xlarge","cheddar"," white regular","tomatoes"
"512",247,8,2019,2,1,99,"small","Swiss","stuffed crust","onions"
"513",247,8,2019,2,1,99,"medium large","cheddar","stuffed crust","onions"
"514",247,9,2018,1,3,240,"small","Swiss","stuffed crust","onions"
"515",247,9,2018,1,3,240,"medium large","cheddar","stuffed crust","onions"
"516",248,7,2020,2,2,198,"personal","Swiss","whole wheat thin","onions"
"517",249,2,2020,1,3,297,"xlarge","cheddar"," white regular","pepperoni"
"518",249,2,2020,1,3,297,"small","Mozzarella"," white regular","pepperoni"
"519",249,2,2020,1,3,297,"medium large","Mozzarella"," white regular","tomatoes"
"520",249,6,2020,5,2,198,"xlarge","cheddar"," white regular","pepperoni"
"521",249,6,2020,5,2,198,"small","Mozzarella"," white regular","pepperoni"
"522",249,6,2020,5,2,198,"medium large","Mozzarella"," white regular","tomatoes"
"523",249,2,2017,2,3,240,"xlarge","cheddar"," white regular","pepperoni"
"524",249,2,2017,2,3,240,"small","Mozzarella"," white regular","pepperoni"
"525",249,2,2017,2,3,240,"medium large","Mozzarella"," white regular","tomatoes"
"526",251,6,2018,1,1,80,"personal","Swiss","stuffed crust","tomatoes"
"527",251,6,2018,1,1,80,"xlarge","Swiss","stuffed crust","onions"
"528",251,6,2018,1,1,80,"medium large","Swiss","whole wheat thin","pepperoni"
"529",251,6,2018,1,1,80,"small","Swiss"," white regular","pepperoni"
"530",251,6,2018,1,1,80,"xlarge","Swiss"," white regular","pepperoni"
"531",251,3,2020,1,3,297,"personal","Swiss","stuffed crust","tomatoes"
"532",251,3,2020,1,3,297,"xlarge","Swiss","stuffed crust","onions"
"533",251,3,2020,1,3,297,"medium large","Swiss","whole wheat thin","pepperoni"
"534",251,3,2020,1,3,297,"small","Swiss"," white regular","pepperoni"
"535",251,3,2020,1,3,297,"xlarge","Swiss"," white regular","pepperoni"
"536",251,4,2017,2,2,140,"personal","Swiss","stuffed crust","tomatoes"
"537",251,4,2017,2,2,140,"xlarge","Swiss","stuffed crust","onions"
"538",251,4,2017,2,2,140,"medium large","Swiss","whole wheat thin","pepperoni"
"539",251,4,2017,2,2,140,"small","Swiss"," white regular","pepperoni"
"540",251,4,2017,2,2,140,"xlarge","Swiss"," white regular","pepperoni"
"541",251,9,2017,3,2,198,"personal","Swiss","stuffed crust","tomatoes"
"542",251,9,2017,3,2,198,"xlarge","Swiss","stuffed crust","onions"
"543",251,9,2017,3,2,198,"medium large","Swiss","whole wheat thin","pepperoni"
"544",251,9,2017,3,2,198,"small","Swiss"," white regular","pepperoni"
"545",251,9,2017,3,2,198,"xlarge","Swiss"," white regular","pepperoni"
"546",251,9,2019,4,1,99,"personal","Swiss","stuffed crust","tomatoes"
"547",251,9,2019,4,1,99,"xlarge","Swiss","stuffed crust","onions"
"548",251,9,2019,4,1,99,"medium large","Swiss","whole wheat thin","pepperoni"
"549",251,9,2019,4,1,99,"small","Swiss"," white regular","pepperoni"
"550",251,9,2019,4,1,99,"xlarge","Swiss"," white regular","pepperoni"
"551",252,10,2019,4,3,297,"personal","cheddar","whole wheat thin","pepperoni"
"552",252,10,2019,4,3,297,"personal","Mozzarella","whole wheat thin","tomatoes"
"553",252,3,2017,5,1,99,"personal","cheddar","whole wheat thin","pepperoni"
"554",252,3,2017,5,1,99,"personal","Mozzarella","whole wheat thin","tomatoes"
"555",254,12,2019,2,1,80,"xlarge","cheddar"," white regular","pepper"
"556",255,12,2020,2,2,198,"personal","cheddar"," white regular","onions"
"557",257,5,2018,2,2,140,"personal","Mozzarella"," white regular","pepperoni"
"558",257,5,2018,2,2,140,"small","Mozzarella","whole wheat thin","onions"
"559",257,2,2018,3,2,140,"personal","Mozzarella"," white regular","pepperoni"
"560",257,2,2018,3,2,140,"small","Mozzarella","whole wheat thin","onions"
"561",258,8,2019,5,2,140,"xlarge","Swiss"," white regular","pepperoni"
"562",258,8,2019,5,2,140,"small","Mozzarella"," white regular","tomatoes"
"563",258,8,2019,5,2,140,"xlarge","cheddar"," white regular","onions"
"564",258,8,2019,5,2,140,"medium large","Mozzarella","stuffed crust","tomatoes"
"565",258,9,2017,5,1,80,"xlarge","Swiss"," white regular","pepperoni"
"566",258,9,2017,5,1,80,"small","Mozzarella"," white regular","tomatoes"
"567",258,9,2017,5,1,80,"xlarge","cheddar"," white regular","onions"
"568",258,9,2017,5,1,80,"medium large","Mozzarella","stuffed crust","tomatoes"
"569",258,7,2020,2,3,297,"xlarge","Swiss"," white regular","pepperoni"
"570",258,7,2020,2,3,297,"small","Mozzarella"," white regular","tomatoes"
"571",258,7,2020,2,3,297,"xlarge","cheddar"," white regular","onions"
"572",258,7,2020,2,3,297,"medium large","Mozzarella","stuffed crust","tomatoes"
"573",258,2,2018,5,1,70,"xlarge","Swiss"," white regular","pepperoni"
"574",258,2,2018,5,1,70,"small","Mozzarella"," white regular","tomatoes"
"575",258,2,2018,5,1,70,"xlarge","cheddar"," white regular","onions"
"576",258,2,2018,5,1,70,"medium large","Mozzarella","stuffed crust","tomatoes"
"577",259,9,2019,1,2,160,"small","Mozzarella","stuffed crust","onions"
"578",261,4,2019,5,1,99,"personal","Mozzarella"," white regular","pepper"
"579",261,4,2019,5,1,99,"xlarge","cheddar"," white regular","onions"
"580",261,4,2019,5,1,99,"personal","Swiss","whole wheat thin","tomatoes"
"581",261,9,2017,1,1,99,"personal","Mozzarella"," white regular","pepper"
"582",261,9,2017,1,1,99,"xlarge","cheddar"," white regular","onions"
"583",261,9,2017,1,1,99,"personal","Swiss","whole wheat thin","tomatoes"
"584",261,3,2019,1,2,198,"personal","Mozzarella"," white regular","pepper"
"585",261,3,2019,1,2,198,"xlarge","cheddar"," white regular","onions"
"586",261,3,2019,1,2,198,"personal","Swiss","whole wheat thin","tomatoes"
"587",262,12,2017,2,1,80,"medium large","cheddar","whole wheat thin","tomatoes"
"588",264,7,2019,1,1,80,"small","Mozzarella","whole wheat thin","pepperoni"
"589",264,7,2019,1,1,80,"small","cheddar","whole wheat thin","pepper"
"590",264,7,2019,1,1,80,"xlarge","Swiss"," white regular","tomatoes"
"591",264,7,2019,1,1,80,"xlarge","Mozzarella","stuffed crust","tomatoes"
"592",264,7,2020,3,3,297,"small","Mozzarella","whole wheat thin","pepperoni"
"593",264,7,2020,3,3,297,"small","cheddar","whole wheat thin","pepper"
"594",264,7,2020,3,3,297,"xlarge","Swiss"," white regular","tomatoes"
"595",264,7,2020,3,3,297,"xlarge","Mozzarella","stuffed crust","tomatoes"
"596",264,5,2019,3,2,160,"small","Mozzarella","whole wheat thin","pepperoni"
"597",264,5,2019,3,2,160,"small","cheddar","whole wheat thin","pepper"
"598",264,5,2019,3,2,160,"xlarge","Swiss"," white regular","tomatoes"
"599",264,5,2019,3,2,160,"xlarge","Mozzarella","stuffed crust","tomatoes"
"600",264,11,2017,3,2,160,"small","Mozzarella","whole wheat thin","pepperoni"
"601",264,11,2017,3,2,160,"small","cheddar","whole wheat thin","pepper"
"602",264,11,2017,3,2,160,"xlarge","Swiss"," white regular","tomatoes"
"603",264,11,2017,3,2,160,"xlarge","Mozzarella","stuffed crust","tomatoes"
"604",267,4,2017,2,1,80,"personal","Swiss","whole wheat thin","onions"
"605",268,12,2017,2,2,160,"personal","Mozzarella"," white regular","tomatoes"
"606",268,12,2017,2,2,160,"small","Mozzarella"," white regular","onions"
"607",268,3,2017,5,3,297,"personal","Mozzarella"," white regular","tomatoes"
"608",268,3,2017,5,3,297,"small","Mozzarella"," white regular","onions"
"609",270,6,2018,4,2,160,"medium large","Swiss","stuffed crust","pepper"
"610",270,6,2018,4,2,160,"personal","cheddar","whole wheat thin","tomatoes"
"611",270,8,2018,1,1,80,"medium large","Swiss","stuffed crust","pepper"
"612",270,8,2018,1,1,80,"personal","cheddar","whole wheat thin","tomatoes"
"613",272,6,2018,5,3,297,"personal","Mozzarella","stuffed crust","onions"
"614",274,6,2019,2,3,210,"xlarge","Swiss","whole wheat thin","tomatoes"
"615",275,3,2020,1,1,99,"xlarge","Mozzarella"," white regular","pepper"
"616",275,3,2020,1,1,99,"small","Swiss","whole wheat thin","pepper"
"617",275,3,2020,1,1,99,"medium large","Mozzarella","stuffed crust","onions"
"618",275,1,2019,1,1,99,"xlarge","Mozzarella"," white regular","pepper"
"619",275,1,2019,1,1,99,"small","Swiss","whole wheat thin","pepper"
"620",275,1,2019,1,1,99,"medium large","Mozzarella","stuffed crust","onions"
"621",275,5,2018,2,2,140,"xlarge","Mozzarella"," white regular","pepper"
"622",275,5,2018,2,2,140,"small","Swiss","whole wheat thin","pepper"
"623",275,5,2018,2,2,140,"medium large","Mozzarella","stuffed crust","onions"
"624",276,1,2020,3,2,160,"medium large","cheddar","whole wheat thin","tomatoes"
"625",277,11,2018,1,3,297,"xlarge","Mozzarella"," white regular","onions"
"626",285,8,2018,4,1,70,"medium large","Mozzarella"," white regular","pepperoni"
"627",286,3,2020,3,2,160,"xlarge","Mozzarella","whole wheat thin","onions"
"628",290,3,2017,2,3,210,"medium large","Swiss"," white regular","pepper"
"629",291,12,2018,2,1,80,"medium large","Mozzarella"," white regular","onions"
"630",293,7,2019,4,3,210,"xlarge","Mozzarella"," white regular","onions"
"631",294,2,2017,5,2,140,"personal","Mozzarella"," white regular","tomatoes"
"632",294,2,2017,5,2,140,"small","Mozzarella"," white regular","pepper"
"633",294,2,2019,4,3,240,"personal","Mozzarella"," white regular","tomatoes"
"634",294,2,2019,4,3,240,"small","Mozzarella"," white regular","pepper"
"635",295,12,2017,3,1,99,"small","Swiss","whole wheat thin","onions"
"636",295,12,2017,3,1,99,"medium large","Mozzarella"," white regular","pepper"
"637",295,4,2018,5,3,240,"small","Swiss","whole wheat thin","onions"
"638",295,4,2018,5,3,240,"medium large","Mozzarella"," white regular","pepper"
"639",296,2,2017,2,1,99,"xlarge","cheddar","whole wheat thin","onions"
"640",296,2,2017,2,1,99,"xlarge","Swiss","whole wheat thin","onions"
"641",296,8,2017,4,3,240,"xlarge","cheddar","whole wheat thin","onions"
"642",296,8,2017,4,3,240,"xlarge","Swiss","whole wheat thin","onions"
"643",297,1,2019,1,3,297,"xlarge","cheddar","whole wheat thin","tomatoes"
"644",297,1,2019,1,3,297,"small","cheddar"," white regular","pepperoni"
"645",297,6,2019,1,1,99,"xlarge","cheddar","whole wheat thin","tomatoes"
"646",297,6,2019,1,1,99,"small","cheddar"," white regular","pepperoni"
"647",301,3,2018,2,1,80,"xlarge","Swiss","whole wheat thin","pepperoni"
"648",302,12,2018,2,1,70,"personal","Mozzarella","whole wheat thin","pepperoni"
"649",302,12,2018,2,1,70,"xlarge","Swiss"," white regular","onions"
"650",302,8,2020,5,3,210,"personal","Mozzarella","whole wheat thin","pepperoni"
"651",302,8,2020,5,3,210,"xlarge","Swiss"," white regular","onions"
"652",303,12,2020,4,3,297,"xlarge","cheddar","stuffed crust","onions"
"653",303,12,2020,4,3,297,"small","Mozzarella","stuffed crust","pepperoni"
"654",303,2,2017,5,2,160,"xlarge","cheddar","stuffed crust","onions"
"655",303,2,2017,5,2,160,"small","Mozzarella","stuffed crust","pepperoni"
"656",304,10,2020,1,1,99,"medium large","Mozzarella"," white regular","tomatoes"
"657",305,12,2018,2,3,297,"medium large","Mozzarella","whole wheat thin","onions"
"658",305,12,2018,2,3,297,"xlarge","Mozzarella","stuffed crust","pepperoni"
"659",305,12,2018,2,3,297,"xlarge","cheddar","whole wheat thin","onions"
"660",305,12,2018,2,3,297,"small","Swiss"," white regular","pepper"
"661",305,8,2019,4,3,297,"medium large","Mozzarella","whole wheat thin","onions"
"662",305,8,2019,4,3,297,"xlarge","Mozzarella","stuffed crust","pepperoni"
"663",305,8,2019,4,3,297,"xlarge","cheddar","whole wheat thin","onions"
"664",305,8,2019,4,3,297,"small","Swiss"," white regular","pepper"
"665",305,6,2019,3,2,198,"medium large","Mozzarella","whole wheat thin","onions"
"666",305,6,2019,3,2,198,"xlarge","Mozzarella","stuffed crust","pepperoni"
"667",305,6,2019,3,2,198,"xlarge","cheddar","whole wheat thin","onions"
"668",305,6,2019,3,2,198,"small","Swiss"," white regular","pepper"
"669",305,1,2019,4,1,80,"medium large","Mozzarella","whole wheat thin","onions"
"670",305,1,2019,4,1,80,"xlarge","Mozzarella","stuffed crust","pepperoni"
"671",305,1,2019,4,1,80,"xlarge","cheddar","whole wheat thin","onions"
"672",305,1,2019,4,1,80,"small","Swiss"," white regular","pepper"
"673",306,3,2020,1,2,160,"xlarge","Swiss","whole wheat thin","pepperoni"
"674",308,6,2020,2,1,80,"xlarge","Swiss","whole wheat thin","pepperoni"
"675",309,5,2020,1,3,297,"personal","Mozzarella"," white regular","onions"
"676",309,5,2020,1,3,297,"medium large","Mozzarella","whole wheat thin","pepper"
"677",309,10,2020,1,3,210,"personal","Mozzarella"," white regular","onions"
"678",309,10,2020,1,3,210,"medium large","Mozzarella","whole wheat thin","pepper"
"679",310,9,2018,3,3,210,"small","Swiss"," white regular","onions"
"680",310,9,2018,3,3,210,"small","cheddar","whole wheat thin","pepper"
"681",310,10,2018,4,3,240,"small","Swiss"," white regular","onions"
"682",310,10,2018,4,3,240,"small","cheddar","whole wheat thin","pepper"
"683",311,4,2017,2,1,70,"small","Swiss","whole wheat thin","tomatoes"
"684",312,11,2019,4,1,80,"small","cheddar","stuffed crust","pepperoni"
"685",314,10,2017,2,2,140,"xlarge","Swiss","stuffed crust","pepper"
"686",318,2,2020,2,1,99,"small","Swiss","whole wheat thin","pepper"
"687",319,7,2019,4,3,297,"medium large","cheddar"," white regular","tomatoes"
"688",320,2,2018,1,3,240,"medium large","Swiss","whole wheat thin","pepper"
"689",321,8,2019,2,1,99,"medium large","cheddar","whole wheat thin","onions"
"690",321,8,2019,2,1,99,"xlarge","Mozzarella","stuffed crust","tomatoes"
"691",321,4,2017,2,2,160,"medium large","cheddar","whole wheat thin","onions"
"692",321,4,2017,2,2,160,"xlarge","Mozzarella","stuffed crust","tomatoes"
"693",322,2,2020,1,3,240,"xlarge","cheddar"," white regular","pepperoni"
"694",323,4,2020,2,2,140,"small","Mozzarella","whole wheat thin","pepperoni"
"695",327,9,2017,2,2,160,"xlarge","cheddar","whole wheat thin","pepper"
"696",327,9,2017,2,2,160,"medium large","Swiss","whole wheat thin","pepperoni"
"697",327,9,2017,2,2,160,"personal","Swiss"," white regular","pepperoni"
"698",327,9,2018,5,1,70,"xlarge","cheddar","whole wheat thin","pepper"
"699",327,9,2018,5,1,70,"medium large","Swiss","whole wheat thin","pepperoni"
"700",327,9,2018,5,1,70,"personal","Swiss"," white regular","pepperoni"
"701",327,3,2018,3,1,99,"xlarge","cheddar","whole wheat thin","pepper"
"702",327,3,2018,3,1,99,"medium large","Swiss","whole wheat thin","pepperoni"
"703",327,3,2018,3,1,99,"personal","Swiss"," white regular","pepperoni"
"704",328,5,2017,1,2,140,"small","cheddar"," white regular","onions"
"705",330,9,2020,5,3,297,"xlarge","cheddar"," white regular","tomatoes"
"706",330,9,2020,5,3,297,"small","Mozzarella","whole wheat thin","onions"
"707",330,11,2017,3,2,160,"xlarge","cheddar"," white regular","tomatoes"
"708",330,11,2017,3,2,160,"small","Mozzarella","whole wheat thin","onions"
"709",331,7,2019,3,2,160,"small","Mozzarella"," white regular","tomatoes"
"710",332,6,2017,2,2,140,"medium large","Swiss","stuffed crust","tomatoes"
"711",333,10,2019,1,1,70,"personal","cheddar"," white regular","pepper"
"712",334,10,2018,1,1,80,"small","Swiss","whole wheat thin","pepperoni"
"713",334,10,2018,1,1,80,"xlarge","Swiss","whole wheat thin","tomatoes"
"714",334,4,2018,2,3,210,"small","Swiss","whole wheat thin","pepperoni"
"715",334,4,2018,2,3,210,"xlarge","Swiss","whole wheat thin","tomatoes"
"716",335,5,2020,4,1,70,"personal","Mozzarella","whole wheat thin","tomatoes"
"717",338,11,2019,1,3,297,"xlarge","Mozzarella","whole wheat thin","onions"
"718",339,2,2018,4,2,160,"medium large","Mozzarella"," white regular","onions"
"719",342,4,2020,5,2,140,"medium large","Mozzarella","stuffed crust","pepper"
"720",342,4,2020,5,2,140,"small","cheddar","stuffed crust","pepperoni"
"721",342,7,2017,3,1,80,"medium large","Mozzarella","stuffed crust","pepper"
"722",342,7,2017,3,1,80,"small","cheddar","stuffed crust","pepperoni"
